ip,start_time,req_count,auth_fail_count,rapid_req_count,large_payload_count,xss_hits,sqli_hits,get_requests,avg_response_time,label
::1,2025-12-31 05:41:35.009000+00:00,20,20,19,0,0,20,0,0.5,sql_injection
::1,2025-12-31 05:41:35.059000+00:00,20,20,19,0,0,20,0,0.35,sql_injection
::1,2025-12-31 05:41:35.108000+00:00,20,20,19,0,0,20,0,0.4,sql_injection
::1,2025-12-31 05:41:55.161000+00:00,20,20,20,0,0,20,0,0.35,sql_injection
::1,2025-12-31 05:41:55.218000+00:00,20,20,20,0,0,20,0,0.5,sql_injection
::1,2025-12-31 05:41:55.260000+00:00,20,20,20,0,0,20,0,0.55,sql_injection
::1,2025-12-31 05:41:55.302000+00:00,20,20,20,0,0,20,0,0.5,sql_injection
::1,2025-12-31 05:41:55.343000+00:00,20,20,20,0,0,20,0,0.5,sql_injection
::1,2025-12-31 05:41:55.382000+00:00,20,20,20,0,0,20,0,0.4,sql_injection
::1,2025-12-31 05:41:55.426000+00:00,20,20,19,0,0,20,0,0.45,sql_injection
::1,2025-12-31 05:41:55.470000+00:00,20,20,19,0,0,20,0,0.45,sql_injection
::1,2025-12-31 05:41:55.514000+00:00,20,20,19,0,0,20,0,0.35,sql_injection
::1,2025-12-31 05:41:55.558000+00:00,20,20,19,0,0,20,0,0.5,sql_injection
::1,2025-12-31 05:42:15.616000+00:00,20,20,20,0,0,20,0,0.5,sql_injection
::1,2025-12-31 05:42:15.660000+00:00,20,20,20,0,0,20,0,0.45,sql_injection
::1,2025-12-31 05:42:15.704000+00:00,20,20,20,0,0,20,0,0.5,sql_injection
::1,2025-12-31 05:42:15.751000+00:00,20,20,20,0,0,20,0,0.4,sql_injection
::1,2025-12-31 05:42:15.797000+00:00,20,20,20,0,0,20,0,0.45,sql_injection
::1,2025-12-31 05:42:15.841000+00:00,20,20,20,0,0,20,0,0.5,sql_injection
::1,2025-12-31 05:42:15.885000+00:00,20,19,17,0,0,20,1,0.95,sql_injection
::1,2025-12-31 05:42:15.935000+00:00,20,19,12,0,0,20,1,0.95,sql_injection
::1,2025-12-31 05:42:15.989000+00:00,20,17,7,0,0,20,1,0.85,sql_injection
::1,2025-12-31 05:42:16.031000+00:00,20,12,2,0,0,20,1,0.95,sql_injection
::1,2025-12-31 10:35:02.654000+00:00,20,8,0,0,0,20,0,0.5,sql_injection
::1,2025-12-31 10:36:26.788000+00:00,20,3,0,0,0,20,0,0.45,sql_injection
::1,2025-12-31 10:42:20.364000+00:00,20,0,0,0,0,20,0,0.45,brute_force
::1,2025-12-31 10:42:38.438000+00:00,20,0,0,0,0,20,0,0.35,brute_force
::1,2025-12-31 10:42:55.500000+00:00,20,0,0,0,0,20,0,0.4,brute_force
::1,2025-12-31 10:43:07.562000+00:00,20,0,0,0,0,20,0,0.3,brute_force
::1,2025-12-31 10:43:20.621000+00:00,20,0,0,0,0,20,0,0.4,brute_force
::1,2025-12-31 10:43:34.681000+00:00,20,0,0,0,0,20,0,0.35,normal
::1,2025-12-31 10:43:47.740000+00:00,20,0,0,0,0,20,0,0.35,normal
::1,2025-12-31 10:44:03.800000+00:00,20,0,0,0,0,20,0,0.55,normal
::1,2025-12-31 10:44:18.860000+00:00,20,0,0,0,0,20,0,0.45,normal
::1,2025-12-31 10:44:32.919000+00:00,20,0,0,0,0,20,0,0.5,normal
::1,2025-12-31 10:44:48.975000+00:00,20,0,0,0,0,20,0,0.55,normal
::1,2025-12-31 10:45:00.035000+00:00,20,0,0,0,0,20,0,0.45,normal
::1,2025-12-31 10:45:14.097000+00:00,20,0,0,0,0,20,0,0.5,normal
::1,2025-12-31 10:45:28.154000+00:00,20,0,0,0,0,20,0,0.55,normal
::1,2025-12-31 10:45:42.214000+00:00,20,0,0,0,0,20,0,0.45,normal
::1,2025-12-31 10:45:58.273000+00:00,20,0,0,0,0,20,0,0.6,normal
::1,2025-12-31 10:46:13.335000+00:00,20,0,0,0,0,20,0,0.6,normal
::1,2025-12-31 10:46:28.395000+00:00,20,0,0,0,0,20,0,0.5,normal
::1,2025-12-31 10:46:43.459000+00:00,20,0,0,0,0,20,0,0.5,normal
::1,2025-12-31 10:46:57.517000+00:00,20,0,0,0,0,20,0,0.4,normal
::1,2025-12-31 10:47:12.583000+00:00,20,0,0,0,0,20,0,0.35,normal
::1,2025-12-31 10:47:25.653000+00:00,20,0,0,0,0,20,0,0.45,normal
::1,2025-12-31 10:47:39.713000+00:00,20,0,0,0,0,20,0,0.6,normal
::1,2025-12-31 10:47:51.770000+00:00,20,0,0,0,0,20,0,0.55,normal
::1,2025-12-31 10:48:04.827000+00:00,20,0,0,0,0,20,0,0.55,normal
::1,2025-12-31 10:48:19.886000+00:00,20,0,0,0,0,20,0,0.55,normal
::1,2025-12-31 10:48:31.945000+00:00,20,2,0,2,2,20,0,0.45,xss
::1,2025-12-31 10:48:47.008000+00:00,20,6,0,6,6,20,0,1.0,xss
::1,2025-12-31 10:49:00.069000+00:00,20,6,0,6,6,20,0,1.1,xss
::1,2025-12-31 10:49:11.132000+00:00,20,6,0,6,6,20,0,1.35,xss
::1,2025-12-31 10:56:23.397000+00:00,20,4,0,4,4,20,0,1.4,xss
::1,2025-12-31 17:58:50.384000+00:00,20,0,0,0,0,20,0,0.9,brute_force
::1,2025-12-31 17:59:12.459000+00:00,20,0,0,0,0,20,0,0.85,brute_force
::1,2025-12-31 17:59:32.532000+00:00,20,0,0,0,0,20,0,0.5,brute_force
::1,2025-12-31 17:59:53.604000+00:00,20,0,0,0,0,20,0,0.5,brute_force
::1,2025-12-31 18:00:17.675000+00:00,20,0,0,0,0,20,0,0.4,brute_force
::1,2025-12-31 18:00:38.745000+00:00,20,0,0,0,0,20,0,0.35,normal
::1,2025-12-31 18:01:02.815000+00:00,20,0,0,0,0,20,0,0.55,normal
::1,2025-12-31 18:01:25.885000+00:00,20,0,0,0,0,20,0,0.6,normal
::1,2025-12-31 18:01:45.954000+00:00,20,0,0,0,0,20,0,0.65,normal
::1,2025-12-31 18:02:10.030000+00:00,20,0,0,0,0,20,0,0.65,normal
::1,2025-12-31 18:02:31.105000+00:00,20,0,0,0,0,20,0,0.45,normal
::1,2025-12-31 18:02:56.174000+00:00,20,0,0,0,0,20,0,0.3,normal
::1,2025-12-31 18:03:19.248000+00:00,20,1,0,0,0,20,0,0.35,sql_injection
::1,2025-12-31 18:03:44.317000+00:00,20,1,0,0,0,20,0,0.4,sql_injection
::1,2025-12-31 18:04:06.386000+00:00,20,5,0,3,3,20,0,0.45,xss
::1,2025-12-31 18:04:27.455000+00:00,20,9,0,6,6,20,0,0.55,xss
::1,2025-12-31 18:05:59.200000+00:00,20,13,0,10,10,20,0,0.55,xss
::1,2025-12-31 18:06:21.275000+00:00,20,15,0,12,12,20,0,0.45,xss
::1,2025-12-31 18:06:44.346000+00:00,20,14,0,9,9,20,0,0.5,xss
::1,2025-12-31 18:07:03.423000+00:00,20,12,0,8,8,20,0,0.5,xss
::1,2025-12-31 18:07:27.490000+00:00,20,11,0,4,4,20,0,1.0,xss
::1,2025-12-31 18:07:46.564000+00:00,20,9,0,2,2,20,0,1.1,xss
::1,2025-12-31 18:08:11.637000+00:00,20,6,0,2,2,20,0,1.15,xss
::1,2025-12-31 18:08:31.710000+00:00,20,4,0,0,0,20,0,1.2,sql_injection
::1,2026-01-01 05:56:22.483000+00:00,20,0,0,0,0,20,0,0.6,brute_force
::1,2026-01-01 05:57:54.554000+00:00,20,0,0,0,0,20,0,0.65,brute_force
::1,2026-01-01 05:58:51.630000+00:00,20,0,0,0,0,20,0,0.55,brute_force
::1,2026-01-01 06:00:08.703000+00:00,20,0,0,0,0,20,0,0.55,brute_force
::1,2026-01-01 06:01:08.776000+00:00,20,0,0,0,0,20,0,0.7,brute_force
::1,2026-01-01 06:02:30.841000+00:00,20,0,0,0,0,20,0,0.6,normal
::1,2026-01-01 06:03:26.906000+00:00,20,0,0,0,0,20,0,0.7,normal
::1,2026-01-01 06:04:55.977000+00:00,20,0,0,0,0,20,0,0.6,normal
